"app_id","review_text","Grafik","AI","Oynanis","Ses ve Muzik","Oyun Dunyasi","Topluluk ve Sosyal","Hikaye ve Senaryo","Performans ve Teknik","Genel Duygu"
"1245620","BOSS'A ÖL,YENİ BUİLD YAP, YEN.BOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YEN","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","anneni sıkeyim maliketh","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","50 saatte %100 başarım yaptım düşünün nasıl oyun","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","abi oyun hayatımda oynadığım en iyi oyun açık ara hem de. bu arada crucible knight'ı kim yaptıysa yatacak yeri yok aq. böyle bi boss olabilir mi amk ya main margit godrick tekte kestim neredeyse no damage ama anasını sktimin crucible knight'ına 2 buçuk saatimi verdim ya.","Nötr","Olumsuz","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","ilk 15 saat çok keyifli geçti ama Margit'in izzeti ikramını sikeyim","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","çok iyi
","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","oyna işte alla allah neyine bakıyon hala","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Hayatımda oynadığım en güzel oyunlardan biri.Her ne kadar sinir bozucu çıldırtıcı olsa da keşif hissiyatı , bölüm dizaynı falan baya güzel bir oyun.","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","İkili valiant gargoyle bossunu tasarlayanın cennette yeri yok oyunu sevmek istiyorsanız maharoga olmanız gerekiyor birazda akıl sağlığınızı kaybedebilirsiniz efso oyun","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","kuşları tasarlayan ruh hastasının yatacak yeri yok","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","İkili valiant gargoyle bossunu tasarlayanın cennette yeri yok efsane oyun","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Aşığım sana aşık","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Cinsel penisli seks maceraları","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","COK İYİ AW","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","kardeşim elden ring i sevmediğini söyletince onu tutup duvara yapıştırdım kötü diyen  oyunun başındaki ata ölüp ağlamıştır ps de 300 saatim var buradada 100 olur oynayın ve zorla oynattırın","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Peak.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","1 week 4 end (real Elden Lord)","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","I think, I miss my wife","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","380 saat oynamışım yeni bitirdim daha yapmadıgım bir ton quest var siz bilirsinz verdiginiz paraya değer bence bu tür ü merak ediyorsanız ve ilgi duyuyorsanız denemenizi tavsiye ederim .","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","There is no sex","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","10 numara mal","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","maleniayı tasarliyanin evinde 31 cekeyim
","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","atlı bi adam vardı onu kestim sonunda. müthiş oyun bakalım ileride neler keşfedicem","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","absolute cinema","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","saatlerce kasıldım bossları kekliyom bu amına kodum ıstakoz la ayısı tecavüz ediyor sizin yapacagınız dengenin mk","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","BU OYNU SEVMEYEN SİKTİR GİTSİN .","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Efsanee","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","olm noluyo aq dev kesiyodum bi anda tüm başarımlar geldi almadığım ammına","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","Dark Souls 3 e en sevdiğim oyun demiştim o sırada Elden Ring i oynamamıştım","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Neredeyse en iyi fromSoftware oyunu","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","kumar gibi birşey amk akıllanmıyorsun batsanda  önermiyorum ama öneriyorum kanser olmak istemiyorsanız bu aw oyununu oynamayın gidin çoluğunuza çocuğunuza ekmek yedirin","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","daha iyisi gelene kadar en iyisi bu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","amına koyim çok güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","emin olmak için biraz daha oynayacağım","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","En Kolay Souls Oyunu 😎","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","pornografik bi oyun
","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","boss kesiyorsunnnnnnnn","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","souls serisini seviyorsan güzel oyun sevmiyorsan kanser","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","beating second time","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Başyapıt","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","evrenin en iyi oyunu deriz mesela","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","İYİ","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","oyunda hackerlar var invidar olarak gelip dünyanızın içinden geçebiliyor tek başınıza oynayacaksanız güzel oyun ama birisiyle beraber gezeriz keşfederiz diyorsanız ilerlemenizin bir güvencesi yok sorun yaşarsanız destekte yok madem destek sunmuyorsunuz bari gelen oyuncu baskınlarını kapatabilelim be amın evlatları böyle işmi olur","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","60+ saatlik saveimde bütün yan bosslarım hacker bir invader tarafından kesildi ve oyunu gram oynayasım kalmadı . Arkadaşımla multiplayer olarak dünyada geziyorduk ,bir tane invader dünyama girdi ve arkadaşım da ben de yokluktan aşağı düşerek sürekli olarak ölmeye başladık. Oyundan çıkıp girmek zorunda kaldık .Aynı invader sonrasında aynı yerde ikinciye bize aynı sorunu yasattı. Umursamadım bug vs oldugunu düsündüm ama o günden sonra daha önce girmediğim magaralarda yan bosslar kesilmisti (boss yerinde yok sadece geri dönüs icin olan sey var) ve random ısınlandıgım gracelerde yoktan ekranıma itemler düsüyodu. İnternette bununla ilgili bir cözüm de göremedim. Oyun zevkiniz mahvolmasın istiyorsanız multiplayer girmeyin.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","maliketh den nefret ediyorum","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","gtg","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Mohg'u imha edin.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Evet! Öneririm.","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Herkesin hayatında en az 1 kere oynaması gereken oyun. Direniş bitince alırsınız malum devlet yüzde 20 vergi alıyor.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","oyun vazgeçemediğin toksik ilişki gibi. sinir, stres, kaos, küfür ne varsa yaşıyorsun ama vazgeçemiyorsun bağımlılık yapıyor.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Millicent best girl and the Age of Order ending is the best outcome for humanity.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","İyi gibi","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Çoktan crackte oynadım bitirdim, çok iyi oyun. Oynayın, indirimde alın ama harçlığınızla da almayın","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","O EN BASTAKİ OROS?PU COCUGUNA VURMAYIN
ELİNDE GÜLLE DOVUO MK","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","allahın unuttuğu bir evrende allahın belası bosslar ile savaşma oyunu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Daha oyun başı en az 20 defa öldüm umarım böyle devam etmez aklımı kaçırıcam yoksa","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Bu oyun hayatımda oynadığım en iyi açık dünya deneyimini sağladı bana. Keşif hissini en son skyrim oynarken böyle hissetmiştim. Gerçekten harika bir deneyimdi","Nötr","Nötr","Olumlu","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr"
"1245620","63 lvle kadar kasıldım ananı sikmeye geliyorum godrick.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Başyapıt, başlarda akıl sağlığınız kaybediyorsunuz eğer ilk souls oyununuzsa sonra bağımlılık yapıyor","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Ya yapacağınız oyunu sikim daha ata binemeden oyunu silme noktasına geldim ya.O kuşların ayaklarındaki kılıçları ananıza,kalkanını yere vurup sendeleten düşmanın kılıcını boydan boya size,kırkayaklı düşmanın kılıçlarını da sülalenize sokayım","Nötr","Nötr","Olumsuz","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Köpekler ve kuşlar oyundan kaldırılmalı","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","keşke oyunun elleri olsa da öpebilsem","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","S3KS","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","bok gibi oyunmuş aq","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumsuz"
"1245620","[b] <3 came for waifus, stayed for waifus (also lore but we don't talk about that) <3 [/b]

91/100","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","kafasına göre takılmak isteyenler için ideal","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Gerek açık dünyası ile, oyundaki keşiflerinizde yardımcı olan npc lere kadar muhteşem bir oyun. Boss fightları diğer souls oyunlarına kıyasla kolay olsa da benim gibi ilk souls oyunu elden ring olan insanlar için yine de zorlayıcı olacaktır. İlk 6. saatten sonra oyunu bırakma kararı aldım fakat sonra inat edip devam ettim ve şimdi çok daha eğlenceli ve merak uyandırıcı olmaya başladı. Oyun kısaca ilk 20. saatten sonra başlıyor bilginize.","Nötr","Olumlu","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","fenaaaa sariooo","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Limgrave'deki o devi kim tasarladıysa, kim fikri öne sürdüyse onun ben amına koyayım. ne devmiş be, 1.5 saattir geçemedim, belki de ben rezalet oynuyorumdur ama yok... herif hasar yemiyor la. Oyunun başına böyle eleman konur mu hiç, normal biri olsa oyundan soğur. fakat ben takıntıl bi manyak olduğum için o devi öldürene kadar bırakmam. Ama Allah belamı versin ki şu 3 saatte eğlendiğim kadar başka bir oyunda eğlenmedim.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Oynamaya başlayınca hayatımı esir alan, geceleri uykuya dalmaya çalışırken ''şuraya da gitseydim, şu komboyu da yapsaydım'' diye düşündüğüm, açık dünyayı ve keşif duygusunu  hayvan gibi hissettiren, rüyalarıma kadar giren ve tekrar uyanır uyanmaz başına geçtiğim kusursuz şaheser.

Bazı sinir krizi geçirten, sapıkça tercih ve tasarımlar olsa da sonuçta bir Miyazaki eseri. 

İşiniz gücünüz yoksa mutlaka girin.

BEST GAME BESTT GAMEE BESTTT GAMEEEE","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","iyi 10/10 aciklanacak hicbir sey yok","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Akıl sağlınıza güveniyorsaniz alın 👍🏻ANA MENÜDE ÖLDÜM😎","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Güzel oyun.","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","PANELİ YENİ YENİ KEŞFEDEN TÜRKİYEDEKİ YAZILIMCILAR BİLE OPTİMİZASYONU DAHA İYİ YAPARDI  AYRICA TÜRKÇE DE YOK","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","idare eder.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","ilk saatlerdeki havası bi başka gibi geliyor fakat ne kadar kudurtsa da bu oyun çok zevkli :D","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","HERŞEY DÜŞMAN","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","eğeğeğeğeeğeğeğe bağımlı oldum eğeğeğeğeğeğe dlc radahn ananı avradını sikeyim.","Nötr","Nötr","Olumsuz","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","CRUCİBLE KNİGHTLARI YAPAN ADAMIN ŞEHİR MEYDANINDA YAKILIP İBRETLİK OLSUN DİYE KÜLLERİNİ S*KMELERİ LAZIM","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","goat","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Best Game Ever ı play","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","oynadığım en iyi 2. oyun","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","nice","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","İLK 20 SAAT DÜNYA KEŞİFİ :D","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","yav iyi güzel oyun yapmıslar etmıslerde bi kaleye giriyom arkamdan delinin teki bi anda zıplıyo tutuyo saldırıuo souls oyundan cok korku oyunu yapmışlar onun dışında bu atlıların anasını sıkeyiö","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","bir şey anlamıyorum oynarken ama neden oyanrken bu kadar zevk aldığımı anlamış değilim hala","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Bu oyundaki, oynanis mekaniklerine alistiktan sonra diger oyunlardan zevk alinmasi gercekten zor olacaktir","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","perfect.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Oyunun şuanda piyasada benzeri yok. oyun sizi temelde 3 dövüş  stiliyle oynattırıyor bunlar: hızlı, ağır ve büyüye dayanıyor. (hızlı silahlar genelde katanalar oluyor) ben oyunu full samuray olarak oynadım ve çok eğlendim. Oyunun size herhangi bir sınıf dayatması yok ve aldığınız sınıftan pişman olduysanız oyunun biraz ileri safhasında değiştirebiliyorsunuz. Oyun boss yerlerini işaretlemeden öte elinizden tutmuyor ve ben buna bayıldım. İlk kez bir oyunda gerçekten her yere gitmek istedim. 
 Kim ne derse desin bence oyuna Türkçe yama yapın çünkü karakterler. yan hikayeler. itemler vb. şeyleri anlamamı çok kolaylaştırdı ve oyun dünyasına girmem daha kolaylaştı(isteyene yama linki atarım).(oyunu 60 saat civarı oynamışımdır)","Nötr","Olumlu","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Sadece atmosferi için bile oynanır.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","mohgun trio yeteneğini bulan geliştiricinin cenette yeri yok","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Güzel","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Dünyanın en iyi oyunu deriz mesela","Nötr","Nötr","Olumlu","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","wake the fuck up tarnished we have a Erdtree to burn","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","BEST GAME EVER","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","anlıyorum hocam","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr"
"1245620","Şaheser.","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
"1245620","Elden Efso","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Nötr","Olumlu"
